state,measure_id,measure_name,number_of_hospitals_worse,number_of_hospitals_same,number_of_hospitals_better,number_of_hospitals_too_few,footnote,start_date,end_date
TX,PSI_04,Death rate among surgical inpatients with serious treatable complications,3,110,8,77,,07/01/2022,06/30/2024
TX,PSI_06,Iatrogenic pneumothorax rate,2,281,0,8,,07/01/2022,06/30/2024
TX,PSI_08,In-hospital fall-associated fracture rate,0,283,0,8,,07/01/2022,06/30/2024
TX,PSI_09,Postoperative hemorrhage or hematoma rate,3,242,2,15,,07/01/2022,06/30/2024
TX,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,209,0,38,,07/01/2022,06/30/2024
TX,PSI_11,Postoperative respiratory failure rate,14,191,3,40,,07/01/2022,06/30/2024
TX,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,2,245,1,14,,07/01/2022,06/30/2024
TX,PSI_13,Postoperative sepsis rate,2,199,2,43,,07/01/2022,06/30/2024
TX,PSI_14,Postoperative wound dehiscence rate,0,210,0,41,,07/01/2022,06/30/2024
TX,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,232,0,33,,07/01/2022,06/30/2024
TX,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,6,243,7,Not Available,,07/01/2022,06/30/2024
UT,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,18,0,20,,04/01/2023,03/31/2025
UT,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,0,39,4,3,,07/01/2024,06/30/2025
UT,MORT_30_AMI,Death rate for heart attack patients,0,13,0,15,,07/01/2022,06/30/2025
UT,MORT_30_CABG,Death rate for CABG surgery patients,0,7,0,2,,07/01/2022,06/30/2025
UT,MORT_30_COPD,Death rate for COPD patients,0,9,0,36,,07/01/2022,06/30/2025
UT,MORT_30_HF,Death rate for heart failure patients,1,25,0,19,,07/01/2022,06/30/2025
UT,MORT_30_PN,Death rate for pneumonia patients,0,38,1,6,,07/01/2022,06/30/2025
UT,MORT_30_STK,Death rate for stroke patients,0,13,0,26,,07/01/2023,06/30/2025
UT,PSI_03,Pressure ulcer rate,0,32,0,1,,07/01/2022,06/30/2024
UT,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,8,0,17,,07/01/2022,06/30/2024
UT,PSI_06,Iatrogenic pneumothorax rate,0,33,0,0,,07/01/2022,06/30/2024
UT,PSI_08,In-hospital fall-associated fracture rate,0,33,0,0,,07/01/2022,06/30/2024
UT,PSI_09,Postoperative hemorrhage or hematoma rate,0,32,0,1,,07/01/2022,06/30/2024
UT,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,31,0,0,,07/01/2022,06/30/2024
UT,PSI_11,Postoperative respiratory failure rate,0,29,0,2,,07/01/2022,06/30/2024
UT,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,32,0,1,,07/01/2022,06/30/2024
UT,PSI_13,Postoperative sepsis rate,0,29,0,2,,07/01/2022,06/30/2024
UT,PSI_14,Postoperative wound dehiscence rate,0,26,0,6,,07/01/2022,06/30/2024
UT,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,30,0,3,,07/01/2022,06/30/2024
UT,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0,32,0,Not Available,,07/01/2022,06/30/2024
VA,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,37,0,25,,04/01/2023,03/31/2025
VA,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,2,65,13,3,,07/01/2024,06/30/2025
VA,MORT_30_AMI,Death rate for heart attack patients,0,51,0,26,,07/01/2022,06/30/2025
VA,MORT_30_CABG,Death rate for CABG surgery patients,0,18,0,3,,07/01/2022,06/30/2025
VA,MORT_30_COPD,Death rate for COPD patients,0,73,0,7,,07/01/2022,06/30/2025
VA,MORT_30_HF,Death rate for heart failure patients,1,74,1,4,,07/01/2022,06/30/2025
VA,MORT_30_PN,Death rate for pneumonia patients,1,77,1,3,,07/01/2022,06/30/2025
VA,MORT_30_STK,Death rate for stroke patients,0,63,3,11,,07/01/2023,06/30/2025
VA,PSI_03,Pressure ulcer rate,5,65,4,1,,07/01/2022,06/30/2024
VA,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,39,1,23,,07/01/2022,06/30/2024
VA,PSI_06,Iatrogenic pneumothorax rate,0,74,0,1,,07/01/2022,06/30/2024
VA,PSI_08,In-hospital fall-associated fracture rate,0,74,0,1,,07/01/2022,06/30/2024
VA,PSI_09,Postoperative hemorrhage or hematoma rate,1,67,0,3,,07/01/2022,06/30/2024
VA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,3,51,0,15,,07/01/2022,06/30/2024
VA,PSI_11,Postoperative respiratory failure rate,4,49,0,15,,07/01/2022,06/30/2024
VA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,2,65,1,2,,07/01/2022,06/30/2024
VA,PSI_13,Postoperative sepsis rate,0,53,0,15,,07/01/2022,06/30/2024
VA,PSI_14,Postoperative wound dehiscence rate,0,62,0,7,,07/01/2022,06/30/2024
VA,PSI_15,Abdominopelvic accidental puncture or laceration rate,3,63,0,5,,07/01/2022,06/30/2024
VA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,4,64,1,Not Available,,07/01/2022,06/30/2024
VI,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,5.0,04/01/2023,03/31/2025
VI,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2024,06/30/2025
VI,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2025
VI,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2025
VI,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2025
VI,MORT_30_HF,Death rate for heart failure patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2025
VI,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2025
VI,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2023,06/30/2025
VI,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_08,In-hospital fall-associated fracture rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VI,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
VT,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,5,0,6,,04/01/2023,03/31/2025
VT,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,0,15,0,0,,07/01/2024,06/30/2025
VT,MORT_30_AMI,Death rate for heart attack patients,0,7,0,7,,07/01/2022,06/30/2025
VT,MORT_30_CABG,Death rate for CABG surgery patients,0,1,0,0,,07/01/2022,06/30/2025
VT,MORT_30_COPD,Death rate for COPD patients,0,11,0,4,,07/01/2022,06/30/2025
VT,MORT_30_HF,Death rate for heart failure patients,1,12,0,2,,07/01/2022,06/30/2025
VT,MORT_30_PN,Death rate for pneumonia patients,1,13,1,0,,07/01/2022,06/30/2025
VT,MORT_30_STK,Death rate for stroke patients,0,10,0,4,,07/01/2023,06/30/2025
VT,PSI_03,Pressure ulcer rate,2,5,0,0,,07/01/2022,06/30/2024
VT,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,1,0,6,,07/01/2022,06/30/2024
VT,PSI_06,Iatrogenic pneumothorax rate,0,7,0,0,,07/01/2022,06/30/2024
VT,PSI_08,In-hospital fall-associated fracture rate,0,7,0,0,,07/01/2022,06/30/2024
VT,PSI_09,Postoperative hemorrhage or hematoma rate,0,7,0,0,,07/01/2022,06/30/2024
VT,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,7,0,0,,07/01/2022,06/30/2024
VT,PSI_11,Postoperative respiratory failure rate,0,7,0,0,,07/01/2022,06/30/2024
VT,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,1,6,0,0,,07/01/2022,06/30/2024
VT,PSI_13,Postoperative sepsis rate,0,7,0,0,,07/01/2022,06/30/2024
VT,PSI_14,Postoperative wound dehiscence rate,0,7,0,0,,07/01/2022,06/30/2024
VT,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,6,0,0,,07/01/2022,06/30/2024
VT,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,2,5,0,Not Available,,07/01/2022,06/30/2024
WA,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,36,0,19,,04/01/2023,03/31/2025
WA,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,6,67,9,6,,07/01/2024,06/30/2025
WA,MORT_30_AMI,Death rate for heart attack patients,0,38,0,38,,07/01/2022,06/30/2025
WA,MORT_30_CABG,Death rate for CABG surgery patients,0,15,0,0,,07/01/2022,06/30/2025
WA,MORT_30_COPD,Death rate for COPD patients,2,49,0,35,,07/01/2022,06/30/2025
WA,MORT_30_HF,Death rate for heart failure patients,6,53,1,27,,07/01/2022,06/30/2025
WA,MORT_30_PN,Death rate for pneumonia patients,7,63,1,17,,07/01/2022,06/30/2025
WA,MORT_30_STK,Death rate for stroke patients,1,52,1,25,,07/01/2023,06/30/2025
WA,PSI_03,Pressure ulcer rate,4,43,0,1,,07/01/2022,06/30/2024
WA,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,31,0,11,,07/01/2022,06/30/2024
WA,PSI_06,Iatrogenic pneumothorax rate,0,48,0,0,,07/01/2022,06/30/2024
WA,PSI_08,In-hospital fall-associated fracture rate,2,46,0,0,,07/01/2022,06/30/2024
WA,PSI_09,Postoperative hemorrhage or hematoma rate,1,44,0,3,,07/01/2022,06/30/2024
WA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,42,0,5,,07/01/2022,06/30/2024
WA,PSI_11,Postoperative respiratory failure rate,1,40,1,5,,07/01/2022,06/30/2024
WA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,2,42,1,3,,07/01/2022,06/30/2024
WA,PSI_13,Postoperative sepsis rate,1,40,1,5,,07/01/2022,06/30/2024
WA,PSI_14,Postoperative wound dehiscence rate,1,43,0,3,,07/01/2022,06/30/2024
WA,PSI_15,Abdominopelvic accidental puncture or laceration rate,2,43,0,3,,07/01/2022,06/30/2024
WA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,5,43,0,Not Available,,07/01/2022,06/30/2024
WI,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,27,0,62,,04/01/2023,03/31/2025
WI,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,1,118,6,1,,07/01/2024,06/30/2025
WI,MORT_30_AMI,Death rate for heart attack patients,0,40,0,70,,07/01/2022,06/30/2025
WI,MORT_30_CABG,Death rate for CABG surgery patients,0,19,0,4,,07/01/2022,06/30/2025
WI,MORT_30_COPD,Death rate for COPD patients,0,64,0,61,,07/01/2022,06/30/2025
WI,MORT_30_HF,Death rate for heart failure patients,3,87,1,34,,07/01/2022,06/30/2025
WI,MORT_30_PN,Death rate for pneumonia patients,1,95,2,27,,07/01/2022,06/30/2025
WI,MORT_30_STK,Death rate for stroke patients,1,66,1,46,,07/01/2023,06/30/2025
WI,PSI_03,Pressure ulcer rate,6,63,1,0,,07/01/2022,06/30/2024
WI,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,20,0,34,,07/01/2022,06/30/2024
WI,PSI_06,Iatrogenic pneumothorax rate,0,70,0,0,,07/01/2022,06/30/2024
WI,PSI_08,In-hospital fall-associated fracture rate,0,70,0,0,,07/01/2022,06/30/2024
WI,PSI_09,Postoperative hemorrhage or hematoma rate,1,63,0,2,,07/01/2022,06/30/2024
WI,PSI_10,Postoperative acute kidney injury requiring dialysis rate,1,49,0,14,,07/01/2022,06/30/2024
WI,PSI_11,Postoperative respiratory failure rate,1,48,1,14,,07/01/2022,06/30/2024
WI,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,1,63,0,2,,07/01/2022,06/30/2024
WI,PSI_13,Postoperative sepsis rate,0,48,1,15,,07/01/2022,06/30/2024
WI,PSI_14,Postoperative wound dehiscence rate,0,55,0,9,,07/01/2022,06/30/2024
WI,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,63,0,3,,07/01/2022,06/30/2024
WI,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,2,61,1,Not Available,,07/01/2022,06/30/2024
WV,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,14,0,18,,04/01/2023,03/31/2025
WV,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,9,37,0,3,,07/01/2024,06/30/2025
WV,MORT_30_AMI,Death rate for heart attack patients,0,18,0,25,,07/01/2022,06/30/2025
WV,MORT_30_CABG,Death rate for CABG surgery patients,0,6,0,1,,07/01/2022,06/30/2025
WV,MORT_30_COPD,Death rate for COPD patients,0,36,0,11,,07/01/2022,06/30/2025
WV,MORT_30_HF,Death rate for heart failure patients,0,32,0,16,,07/01/2022,06/30/2025
WV,MORT_30_PN,Death rate for pneumonia patients,2,35,1,11,,07/01/2022,06/30/2025
WV,MORT_30_STK,Death rate for stroke patients,0,21,1,18,,07/01/2023,06/30/2025
WV,PSI_03,Pressure ulcer rate,4,24,0,1,,07/01/2022,06/30/2024
WV,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,14,0,8,,07/01/2022,06/30/2024
WV,PSI_06,Iatrogenic pneumothorax rate,0,29,0,0,,07/01/2022,06/30/2024
WV,PSI_08,In-hospital fall-associated fracture rate,0,29,0,0,,07/01/2022,06/30/2024
WV,PSI_09,Postoperative hemorrhage or hematoma rate,2,22,0,3,,07/01/2022,06/30/2024
WV,PSI_10,Postoperative acute kidney injury requiring dialysis rate,1,21,0,4,,07/01/2022,06/30/2024
WV,PSI_11,Postoperative respiratory failure rate,0,22,0,4,,07/01/2022,06/30/2024
WV,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,24,0,3,,07/01/2022,06/30/2024
WV,PSI_13,Postoperative sepsis rate,1,21,0,2,,07/01/2022,06/30/2024
WV,PSI_14,Postoperative wound dehiscence rate,0,20,0,4,,07/01/2022,06/30/2024
WV,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,23,0,4,,07/01/2022,06/30/2024
WV,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,3,23,0,Not Available,,07/01/2022,06/30/2024
WY,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,6,0,12,,04/01/2023,03/31/2025
WY,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,0,29,0,2,,07/01/2024,06/30/2025
WY,MORT_30_AMI,Death rate for heart attack patients,0,4,0,18,,07/01/2022,06/30/2025
WY,MORT_30_CABG,Death rate for CABG surgery patients,0,2,0,0,,07/01/2022,06/30/2025
WY,MORT_30_COPD,Death rate for COPD patients,0,11,0,17,,07/01/2022,06/30/2025
WY,MORT_30_HF,Death rate for heart failure patients,0,15,0,15,,07/01/2022,06/30/2025
WY,MORT_30_PN,Death rate for pneumonia patients,1,20,1,8,,07/01/2022,06/30/2025
WY,MORT_30_STK,Death rate for stroke patients,0,6,0,16,,07/01/2023,06/30/2025
WY,PSI_03,Pressure ulcer rate,0,12,0,0,,07/01/2022,06/30/2024
WY,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,2,0,5,,07/01/2022,06/30/2024
WY,PSI_06,Iatrogenic pneumothorax rate,0,12,0,1,,07/01/2022,06/30/2024
WY,PSI_08,In-hospital fall-associated fracture rate,0,12,0,1,,07/01/2022,06/30/2024
WY,PSI_09,Postoperative hemorrhage or hematoma rate,0,11,0,0,,07/01/2022,06/30/2024
WY,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,9,0,2,,07/01/2022,06/30/2024
WY,PSI_11,Postoperative respiratory failure rate,0,9,0,2,,07/01/2022,06/30/2024
WY,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,11,0,0,,07/01/2022,06/30/2024
WY,PSI_13,Postoperative sepsis rate,0,7,0,3,,07/01/2022,06/30/2024
WY,PSI_14,Postoperative wound dehiscence rate,0,7,0,4,,07/01/2022,06/30/2024
WY,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,10,0,1,,07/01/2022,06/30/2024
WY,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0,11,0,Not Available,,07/01/2022,06/30/2024
